0 length 4274;
0 note 82 100;
33 note 80 100;
55 note 82 0;
123 note 78 100;
139 note 80 0;
200 note 78 0;
228 note 70 100;
320 note 68 100;
364 note 70 0;
404 note 66 100;
409 note 68 0;
491 note 68 100;
527 note 66 0;
542 note 70 100;
584 note 68 0;
634 note 70 0;
643 note 73 100;
737 note 75 100;
758 note 73 0;
820 note 73 100;
835 note 75 0;
906 note 73 0;
